16:31:20.278,array('B', [49, 181, 227, 245, 100, 20, 0, 254, 203, 33, 63, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.282,array('B', [1, 181, 233, 246, 34, 22, 62, 254, 201, 33, 56, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.286,array('B', [1, 181, 178, 249, 108, 29, 235, 254, 202, 33, 54, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.291,array('B', [1, 181, 172, 249, 193, 30, 254, 254, 202, 33, 51, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.295,array('B', [1, 181, 252, 250, 66, 32, 29, 254, 199, 33, 45, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.315,array('B', [1, 182, 93, 250, 200, 32, 169, 254, 170, 33, 4, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.320,array('B', [1, 182, 51, 251, 54, 32, 182, 254, 160, 32, 247, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.328,array('B', [33, 181, 105, 249, 224, 33, 17, 254, 146, 32, 229, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.332,array('B', [1, 180, 160, 248, 163, 30, 126, 254, 135, 32, 213, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.339,array('B', [17, 180, 99, 247, 199, 29, 138, 254, 125, 32, 197, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.345,array('B', [17, 180, 86, 246, 168, 28, 34, 254, 74, 32, 117, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.349,array('B', [1, 180, 93, 245, 198, 26, 167, 254, 59, 32, 87, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.353,array('B', [1, 180, 160, 244, 186, 24, 87, 254, 54, 32, 76, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.357,array('B', [1, 181, 26, 244, 137, 22, 141, 254, 50, 32, 62, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.370,array('B', [1, 181, 197, 244, 143, 20, 244, 254, 49, 32, 52, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.374,array('B', [1, 182, 51, 244, 63, 20, 25, 254, 51, 32, 44, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.378,array('B', [1, 183, 161, 244, 240, 20, 92, 254, 55, 32, 41, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.383,array('B', [1, 183, 234, 245, 58, 20, 196, 254, 62, 32, 38, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.387,array('B', [1, 183, 234, 245, 113, 21, 43, 254, 69, 32, 37, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.391,array('B', [1, 184, 9, 246, 9, 22, 68, 254, 94, 32, 34, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.400,array('B', [17, 184, 82, 246, 137, 23, 130, 254, 102, 32, 33, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.407,array('B', [17, 184, 112, 246, 235, 25, 27, 254, 109, 32, 31, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.412,array('B', [1, 183, 75, 247, 229, 25, 149, 254, 116, 32, 29, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.416,array('B', [1, 182, 69, 248, 77, 26, 9, 254, 124, 32, 25, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.439,array('B', [33, 181, 123, 248, 193, 27, 88, 254, 131, 32, 18, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.446,array('B', [17, 181, 14, 249, 47, 30, 65, 254, 142, 32, 7, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.451,array('B', [1, 178, 244, 250, 41, 30, 187, 254, 147, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.455,array('B', [1, 179, 153, 250, 5, 30, 211, 254, 151, 31, 250, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.461,array('B', [1, 180, 62, 249, 151, 31, 10, 254, 152, 31, 241, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.467,array('B', [1, 180, 184, 249, 16, 30, 187, 254, 146, 31, 185, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.478,array('B', [49, 181, 197, 248, 53, 27, 210, 254, 148, 31, 175, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.492,array('B', [1, 182, 148, 246, 144, 23, 105, 254, 150, 31, 168, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.497,array('B', [1, 182, 228, 245, 186, 23, 93, 254, 153, 31, 161, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.501,array('B', [1, 183, 100, 243, 155, 22, 221, 254, 161, 31, 151, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.506,array('B', [1, 182, 209, 243, 51, 20, 86, 254, 190, 31, 144, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.510,array('B', [1, 181, 252, 243, 39, 17, 66, 254, 201, 31, 145, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.531,array('B', [1, 181, 105, 242, 221, 16, 249, 254, 242, 31, 151, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.535,array('B', [1, 180, 209, 242, 173, 18, 250, 255, 0, 31, 156, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.540,array('B', [1, 180, 111, 246, 3, 23, 142, 255, 27, 31, 165, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.545,array('B', [1, 180, 105, 247, 28, 23, 154, 255, 45, 31, 172, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.549,array('B', [1, 180, 135, 248, 47, 25, 136, 255, 65, 31, 180, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.555,array('B', [17, 180, 209, 249, 108, 28, 253, 255, 120, 31, 206, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.559,array('B', [1, 181, 50, 251, 23, 32, 236, 255, 130, 31, 209, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.563,array('B', [1, 181, 75, 252, 17, 34, 97, 255, 142, 31, 211, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.567,array('B', [1, 181, 75, 252, 213, 34, 213, 255, 148, 31, 212, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.583,array('B', [49, 181, 130, 253, 103, 34, 188, 255, 151, 31, 210, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.588,array('B', [1, 182, 148, 254, 55, 33, 200, 255, 151, 31, 207, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.594,array('B', [17, 184, 118, 252, 213, 32, 194, 255, 150, 31, 203, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.599,array('B', [1, 184, 222, 251, 164, 31, 224, 255, 149, 31, 198, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.603,array('B', [1, 185, 9, 250, 133, 30, 71, 255, 150, 31, 190, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.622,array('B', [17, 184, 228, 249, 163, 28, 64, 255, 156, 31, 174, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.627,array('B', [1, 184, 131, 248, 175, 25, 234, 255, 162, 31, 170, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.637,array('B', [33, 180, 93, 244, 125, 22, 239, 255, 168, 31, 168, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.641,array('B', [1, 179, 178, 243, 240, 23, 166, 255, 176, 31, 169, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.645,array('B', [1, 179, 80, 243, 203, 22, 239, 255, 186, 31, 170, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.649,array('B', [1, 179, 153, 243, 216, 22, 25, 255, 249, 31, 198, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.654,array('B', [1, 180, 62, 244, 21, 21, 159, 0, 3, 31, 207, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.658,array('B', [1, 181, 56, 244, 88, 21, 172, 0, 29, 31, 229, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.684,array('B', [17, 182, 106, 244, 210, 22, 68, 0, 40, 31, 238, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.690,array('B', [17, 183, 197, 245, 247, 22, 202, 0, 51, 31, 247, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.695,array('B', [1, 184, 94, 250, 120, 27, 174, 0, 61, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.702,array('B', [17, 183, 167, 250, 169, 28, 174, 0, 74, 32, 12, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.706,array('B', [1, 183, 2, 251, 29, 29, 156, 0, 88, 32, 24, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.711,array('B', [1, 182, 228, 251, 103, 29, 150, 0, 125, 32, 68, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.715,array('B', [1, 182, 234, 251, 84, 29, 77, 0, 127, 32, 75, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.720,array('B', [1, 182, 209, 250, 200, 28, 217, 0, 127, 32, 84, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.724,array('B', [1, 182, 252, 250, 102, 28, 89, 0, 127, 32, 89, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.739,array('B', [1, 183, 100, 250, 84, 27, 119, 0, 127, 32, 95, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.744,array('B', [1, 184, 15, 248, 150, 26, 137, 0, 127, 32, 101, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.748,array('B', [1, 184, 94, 248, 22, 26, 33, 0, 127, 32, 107, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.753,array('B', [1, 184, 57, 247, 174, 25, 136, 0, 128, 32, 113, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.775,array('B', [17, 183, 63, 247, 71, 23, 233, 0, 135, 32, 140, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.782,array('B', [17, 181, 252, 246, 198, 23, 221, 0, 137, 32, 150, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.788,array('B', [17, 180, 19, 245, 198, 25, 204, 0, 138, 32, 158, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.792,array('B', [1, 179, 111, 246, 144, 24, 112, 0, 142, 32, 169, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.806,array('B', [1, 179, 233, 247, 3, 25, 81, 0, 146, 32, 182, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.810,array('B', [1, 182, 136, 249, 10, 28, 223, 0, 139, 32, 239, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.815,array('B', [1, 183, 51, 249, 230, 28, 205, 0, 137, 33, 4, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.819,array('B', [1, 184, 33, 250, 249, 28, 162, 0, 135, 33, 14, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.823,array('B', [1, 184, 228, 251, 157, 28, 253, 0, 115, 33, 46, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.833,array('B', [1, 185, 174, 252, 66, 29, 187, 0, 108, 33, 53, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.838,array('B', [1, 186, 76, 252, 213, 30, 59, 0, 101, 33, 59, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.844,array('B', [17, 187, 40, 254, 67, 29, 205, 0, 92, 33, 66, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.849,array('B', [1, 186, 168, 254, 91, 29, 205, 0, 84, 33, 70, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.853,array('B', [1, 186, 89, 254, 30, 31, 90, 0, 75, 33, 73, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.866,array('B', [1, 186, 28, 253, 237, 32, 206, 0, 54, 33, 77, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.872,array('B', [1, 185, 204, 253, 158, 33, 200, 0, 40, 33, 76, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.878,array('B', [17, 182, 106, 251, 218, 29, 89, 0, 30, 33, 75, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.885,array('B', [17, 181, 123, 250, 90, 27, 125, 0, 17, 33, 74, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.889,array('B', [1, 181, 148, 248, 230, 26, 234, 0, 5, 33, 73, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.893,array('B', [1, 181, 246, 247, 242, 25, 167, 255, 228, 33, 67, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.898,array('B', [1, 181, 233, 247, 95, 23, 184, 255, 218, 33, 65, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.905,array('B', [17, 182, 32, 247, 3, 21, 117, 255, 211, 33, 66, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.919,array('B', [49, 183, 69, 245, 131, 20, 159, 255, 206, 33, 68, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.925,array('B', [1, 185, 198, 244, 94, 19, 67, 255, 204, 33, 70, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.929,array('B', [1, 186, 247, 243, 39, 12, 254, 255, 203, 33, 73, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.934,array('B', [1, 187, 28, 242, 252, 10, 247, 255, 205, 33, 80, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.938,array('B', [1, 187, 10, 242, 191, 11, 28, 255, 209, 33, 92, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.942,array('B', [1, 186, 150, 242, 173, 12, 193, 255, 224, 33, 109, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.953,array('B', [49, 186, 40, 242, 185, 14, 224, 255, 236, 33, 120, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.957,array('B', [1, 184, 21, 243, 94, 19, 208, 255, 246, 33, 128, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.962,array('B', [1, 183, 39, 243, 179, 20, 129, 255, 255, 33, 137, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.981,array('B', [49, 182, 38, 244, 125, 20, 220, 0, 5, 33, 149, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.990,array('B', [33, 181, 136, 245, 149, 22, 86, 0, 9, 33, 173, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:20.997,array('B', [17, 183, 39, 247, 199, 24, 221, 0, 8, 33, 181, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.001,array('B', [1, 183, 222, 249, 59, 25, 118, 0, 6, 33, 189, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.018,array('B', [17, 184, 137, 250, 41, 27, 88, 255, 253, 33, 209, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.027,array('B', [33, 185, 46, 250, 212, 29, 229, 255, 234, 33, 222, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.043,array('B', [49, 183, 234, 250, 212, 30, 10, 255, 216, 33, 225, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.048,array('B', [1, 183, 57, 250, 5, 29, 174, 255, 199, 33, 223, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.053,array('B', [1, 181, 142, 248, 28, 30, 156, 255, 182, 33, 218, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.058,array('B', [1, 180, 154, 247, 107, 31, 16, 255, 127, 33, 191, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.082,array('B', [33, 179, 147, 246, 198, 31, 157, 255, 101, 33, 174, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.094,array('B', [49, 178, 31, 246, 89, 31, 169, 255, 60, 33, 146, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.098,array('B', [1, 177, 177, 245, 180, 31, 16, 255, 45, 33, 136, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.112,array('B', [17, 178, 177, 246, 89, 28, 162, 255, 25, 33, 123, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.116,array('B', [1, 179, 190, 246, 192, 27, 113, 254, 252, 33, 101, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.123,array('B', [17, 182, 173, 247, 46, 26, 70, 254, 190, 33, 51, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.128,array('B', [1, 183, 204, 247, 126, 24, 14, 254, 161, 33, 22, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.132,array('B', [1, 184, 100, 247, 174, 22, 141, 254, 149, 33, 7, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.142,array('B', [33, 185, 9, 247, 248, 20, 226, 254, 129, 32, 234, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.145,array('B', [1, 185, 107, 248, 10, 20, 31, 254, 122, 32, 219, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.149,array('B', [1, 185, 216, 248, 34, 21, 92, 254, 121, 32, 211, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.153,array('B', [1, 185, 192, 248, 28, 22, 99, 254, 122, 32, 204, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.157,array('B', [1, 185, 113, 248, 34, 23, 56, 254, 123, 32, 198, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.171,array('B', [1, 185, 27, 248, 71, 23, 166, 254, 128, 32, 186, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.175,array('B', [1, 184, 149, 248, 175, 23, 184, 254, 129, 32, 179, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.182,array('B', [17, 181, 166, 249, 114, 24, 38, 254, 129, 32, 173, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.196,array('B', [0])
16:31:21.200,array('B', [1, 180, 239, 249, 175, 29, 89, 254, 130, 32, 159, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.205,array('B', [1, 179, 202, 249, 132, 27, 149, 254, 135, 32, 134, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.212,array('B', [17, 179, 196, 249, 47, 26, 155, 254, 135, 32, 120, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.216,array('B', [1, 180, 227, 248, 199, 26, 39, 254, 131, 32, 105, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.221,array('B', [1, 181, 166, 248, 132, 25, 167, 254, 125, 32, 76, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.226,array('B', [1, 182, 99, 248, 40, 24, 142, 254, 125, 32, 68, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.230,array('B', [1, 182, 246, 248, 16, 23, 87, 254, 128, 32, 54, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.237,array('B', [17, 183, 161, 247, 248, 22, 19, 254, 131, 32, 47, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.242,array('B', [1, 184, 118, 247, 199, 21, 165, 254, 136, 32, 40, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.246,array('B', [1, 185, 3, 247, 248, 22, 129, 254, 141, 32, 35, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.256,array('B', [1, 185, 70, 248, 53, 23, 81, 254, 150, 32, 31, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.261,array('B', [1, 185, 33, 248, 22, 24, 63, 254, 165, 32, 25, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.267,array('B', [17, 184, 2, 248, 108, 24, 246, 254, 175, 32, 22, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.271,array('B', [1, 183, 149, 248, 144, 25, 118, 254, 182, 32, 18, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.293,array('B', [1, 182, 32, 248, 187, 26, 253, 254, 191, 32, 14, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.300,array('B', [17, 181, 20, 248, 193, 28, 119, 254, 207, 32, 5, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.305,array('B', [1, 176, 122, 249, 157, 34, 146, 254, 212, 32, 2, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.312,array('B', [17, 176, 103, 249, 212, 34, 48, 254, 221, 31, 251, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.318,array('B', [1, 176, 244, 249, 254, 34, 5, 254, 224, 31, 247, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
16:31:21.322,array('B', [1, 178, 165, 249, 224, 34, 5, 254, 215, 31, 206, 0, 0, 0, 0, 0, 0, 0, 0, 165, 165, 165, 165, 165, 165, 165, 165])
